eez_name,eez_neighbour,variable,early,historical,mid,per_early,per_mid,per_mid_plot,per_early_plot
Antigua & Barbuda,Anguilla (UK),mean_eez,0.5807330960266512,0.5522078375448032,0.5864522567708892,5.17,6.2,6.2,5.17
Antigua & Barbuda,Anguilla (UK),min_eez,0.5507661244969426,0.2599142260537447,0.5481344062574773,111.9,110.89,100,100
Antigua & Barbuda,Anguilla (UK),n_per,38.83495145631068,NA,49.51456310679612,38.83495145631068,49.51456310679612,49.51456310679612,38.83495145631068
Antigua & Barbuda,Anguilla (UK),n_spp,2,25,8,-92,-68,-68,-92
Antigua & Barbuda,Anguilla (UK),n_stock,2,25,8,-92,-68,-68,-92
Antigua & Barbuda,Anguilla (UK),sd_eez,0.042379697560562424,0.08069236480596835,0.028212256041517,-47.48,-65.04,-65.04,-47.48
Antigua & Barbuda,Guadeloupe (France),max_eez,0.6780695064672223,0.5987206387797908,0.5749297870591641,13.25,-3.97,-3.97,13.25
Antigua & Barbuda,Guadeloupe (France),mean_eez,0.5236407022496163,0.5312148374689145,0.5200561499947804,-1.43,-2.1,-2.1,-1.43
Antigua & Barbuda,Guadeloupe (France),min_eez,0.49612889380430886,0.44798431655844256,0.4840206199377657,10.75,8.04,8.04,10.75
Antigua & Barbuda,Guadeloupe (France),n_per,38.83495145631068,NA,49.51456310679612,38.83495145631068,49.51456310679612,49.51456310679612,38.83495145631068
Antigua & Barbuda,Guadeloupe (France),n_spp,11,18,14,-38.89,-22.22,-22.22,-38.89
Antigua & Barbuda,Guadeloupe (France),n_stock,11,18,14,-38.89,-22.22,-22.22,-38.89
Antigua & Barbuda,Guadeloupe (France),sd_eez,0.04830426536469153,0.03272779729599355,0.021984096519580526,47.59,-32.83,-32.83,47.59
Antigua & Barbuda,Montserrat (UK),max_eez,0.9073880480745035,0.944630938746073,0.9722287336378295,-3.94,2.92,2.92,-3.94
Antigua & Barbuda,Montserrat (UK),mean_eez,0.7331204854421918,0.7712334779961953,0.7728560608272099,-4.94,0.21,0.21,-4.94
Antigua & Barbuda,Montserrat (UK),min_eez,0.5,0.5731856862529267,0.5747735827501312,-12.77,0.28,0.28,-12.77
Antigua & Barbuda,Montserrat (UK),n_per,38.83495145631068,NA,49.51456310679612,38.83495145631068,49.51456310679612,49.51456310679612,38.83495145631068
Antigua & Barbuda,Montserrat (UK),n_spp,10,26,13,-61.54,-50,-50,-61.54
Antigua & Barbuda,Montserrat (UK),n_stock,10,26,13,-61.54,-50,-50,-61.54
Antigua & Barbuda,Montserrat (UK),sd_eez,0.13137352950955405,0.08778636196645816,0.09751734705450756,49.65,11.08,11.08,49.65
Antigua & Barbuda,Saint Kitts & Nevis,max_eez,0.8706936866893458,0.8930992999939014,0.8607395548207164,-2.51,-3.62,-3.62,-2.51
Antigua & Barbuda,Saint Kitts & Nevis,mean_eez,0.8245137368245296,0.637733628014093,0.5895395618953729,29.29,-7.56,-7.56,29.29
Antigua & Barbuda,Saint Kitts & Nevis,min_eez,0.4370019924649581,0.1452102840698508,0.14201584427920602,200.94,-2.2,-2.2,100
Antigua & Barbuda,Saint Kitts & Nevis,n_per,38.83495145631068,NA,49.51456310679612,38.83495145631068,49.51456310679612,49.51456310679612,38.83495145631068
Antigua & Barbuda,Saint Kitts & Nevis,n_spp,13,24,12,-45.83,-50,-50,-45.83
Antigua & Barbuda,Saint Kitts & Nevis,n_stock,13,24,12,-45.83,-50,-50,-45.83
Antigua & Barbuda,Saint Kitts & Nevis,sd_eez,0.16091030173726834,0.20521386106396194,0.20430532957776673,-21.59,-0.44,-0.44,-21.59
Antigua & Barbuda,St Barthelemy (France),max_eez,0.9598504966247398,0.9752494693187812,0.9597233918630854,-1.58,-1.59,-1.59,-1.58
Antigua & Barbuda,St Barthelemy (France),mean_eez,0.6173008885426781,0.5656616005754569,0.6312224468079822,9.13,11.59,11.59,9.13
Antigua & Barbuda,St Barthelemy (France),min_eez,0.34593369964291376,0.14706335164022233,0.6098401964329401,135.23,314.68,100,100
Antigua & Barbuda,St Barthelemy (France),n_per,38.83495145631068,NA,49.51456310679612,38.83495145631068,49.51456310679612,49.51456310679612,38.83495145631068
Antigua & Barbuda,St Barthelemy (France),n_spp,4,10,4,-60,-60,-60,-60
Antigua & Barbuda,St Barthelemy (France),n_stock,4,10,4,-60,-60,-60,-60
Antigua & Barbuda,St Barthelemy (France),sd_eez,0.2514861481719469,0.21810224281747276,0.16873291189321693,15.31,-22.64,-22.64,15.31
Argentina,Chile,max_eez,0.9418771937193374,0.9622612138694079,0.924294992448223,-2.12,-3.95,-3.95,-2.12
Argentina,Chile,mean_eez,0.7684374644633006,0.8048218761838446,0.7558975714927441,-4.52,-6.08,-6.08,-4.52
Argentina,Chile,min_eez,0.47453195308286944,0.1497523449832294,0.1406915074141309,216.88,-6.05,-6.05,100
Argentina,Chile,n_per,77.27272727272727,NA,81.81818181818183,77.27272727272727,81.81818181818183,81.81818181818183,77.27272727272727
Argentina,Chile,n_spp,7,10,8,-30,-20,-20,-30
Argentina,Chile,n_stock,7,10,8,-30,-20,-20,-30
Argentina,Chile,sd_eez,0.16037547802276855,0.25425163561741576,0.26673453990561485,-36.92,4.91,4.91,-36.92
Argentina,Falkland Isl. (UK),max_eez,0.83914555297569,0.9065116810404558,0.8199108532186958,-7.43,-9.55,-9.55,-7.43
Argentina,Falkland Isl. (UK),mean_eez,0.6817167519295744,0.6917407988228724,0.63689883603995745,-1.45,-7.93,-7.93,-1.45
Argentina,Falkland Isl. (UK),min_eez,0.4835144521613119,0.41509982177663957,0.41904904709491464,16.48,0.95,0.95,16.48
Argentina,Falkland Isl. (UK),n_per,77.27272727272727,NA,81.81818181818183,77.27272727272727,81.81818181818183,81.81818181818183,77.27272727272727
Argentina,Falkland Isl. (UK),n_spp,9,12,8,-25,-33.33,-33.33,-25
Argentina,Falkland Isl. (UK),n_stock,9,12,8,-25,-33.33,-33.33,-25
Argentina,Falkland Isl. (UK),sd_eez,0.1311238665285161,0.15706606059101047,0.14674826869750948,-16.52,-6.57,-6.57,-16.52
Argentina,Uruguay,max_eez,0.9841685815566137,0.9278605636675163,0.9975398143000617,6.07,7.51,7.51,6.07
Argentina,Uruguay,mean_eez,0.6742002957853914,0.5963776182839706,0.6721553779045475,13.05,12.71,12.71,13.05
Argentina,Uruguay,min_eez,0.08515030215137054,0.02117462456510844,0.09718010550633689,302.13,358.95,100,100
Argentina,Uruguay,n_per,77.27272727272727,NA,81.81818181818183,77.27272727272727,81.81818181818183,81.81818181818183,77.27272727272727
Argentina,Uruguay,n_spp,18,22,20,-18.18,-9.09,-9.09,-18.18
Argentina,Uruguay,n_stock,18,22,20,-18.18,-9.09,-9.09,-18.18
Argentina,Uruguay,sd_eez,0.2751746870286072,0.2741830331555465,0.28939146596931414,0.36,5.55,5.55,0.36
Aruba (Netherlands),Dominican Republic,max_eez,0.45204163129870306,0.23935489649825756,0.5528339162450375,88.86,130.97,100,88.86
